date,arrive,sh_order,sh_PV,sh_UV,sh_single_avg_px,sh_round_avg_px,sh_single_px_mid,sh_round_px_mid,bj_order,bj_PV,bj_UV,bj_single_avg_px,bj_round_avg_px,bj_single_px_mid,bj_round_px_mid
2016/3/29,Î÷ÑÅÍ¼,121,1919,757,3268 ,16345 ,3389 ,9608 ,111,2020,820,5412 ,7170 ,4076 ,9608 
2016/3/30,Î÷ÑÅÍ¼,116,1821,738,4883 ,6007 ,4883 ,4961 ,124,1856,788,4164 ,9178 ,3873 ,4961 
2016/3/31,Î÷ÑÅÍ¼,120,1959,719,8541 ,20044 ,7318 ,14026 ,123,2106,829,4405 ,7204 ,3275 ,14026 
2016/4/1,Î÷ÑÅÍ¼,129,1765,774,12524 ,11178 ,9562 ,7687 ,116,1906,832,7257 ,6716 ,4752 ,7687 
2016/4/2,Î÷ÑÅÍ¼,106,1313,633,3129 ,8874 ,3129 ,5390 ,114,1701,674,,5329 ,,5390 
2016/4/3,Î÷ÑÅÍ¼,142,1511,651,,21823 ,,14176 ,106,1500,636,5900 ,9877 ,5900 ,14176 
2016/4/4,Î÷ÑÅÍ¼,108,1432,636,2914 ,7772 ,2914 ,6489 ,113,1540,723,4270 ,12149 ,3489 ,6489 
2016/4/5,Î÷ÑÅÍ¼,119,2184,795,31932 ,6121 ,17524 ,6062 ,114,2318,947,4150 ,9505 ,3763 ,6062 
2016/4/6,Î÷ÑÅÍ¼,114,2315,860,6861 ,5625 ,5581 ,5262 ,126,2261,932,9711 ,8244 ,6080 ,5262 
2016/4/7,Î÷ÑÅÍ¼,138,2469,914,6574 ,8111 ,5262 ,7040 ,116,2392,979,6297 ,13953 ,5106 ,7040 
2016/4/8,Î÷ÑÅÍ¼,105,2025,940,8780 ,5385 ,8780 ,5277 ,119,2390,1023,8998 ,7723 ,6307 ,5277 
2016/4/9,Î÷ÑÅÍ¼,113,1360,641,4039 ,9743 ,2869 ,9743 ,128,1685,773,4149 ,9319 ,3591 ,9743 
2016/4/10,Î÷ÑÅÍ¼,114,1563,740,8038 ,10669 ,5379 ,8727 ,114,1591,788,5648 ,5400 ,4583 ,8727 
2016/4/11,Î÷ÑÅÍ¼,121,2011,753,12905 ,8620 ,7036 ,5695 ,121,2260,856,5180 ,14633 ,4127 ,5695 
2016/4/12,Î÷ÑÅÍ¼,125,1946,790,4177 ,13104 ,3273 ,13004 ,133,2130,845,6178 ,12326 ,4347 ,13004 
2016/4/13,Î÷ÑÅÍ¼,120,1960,771,,11995 ,,10596 ,128,1995,874,5845 ,7262 ,5160 ,10596 
2016/4/14,Î÷ÑÅÍ¼,111,1913,753,4688 ,7065 ,3689 ,6090 ,118,1919,864,4446 ,6484 ,3216 ,6090 
2016/4/15,Î÷ÑÅÍ¼,113,1774,746,5386 ,10698 ,5386 ,6028 ,130,1987,845,5582 ,12497 ,4478 ,6028 
2016/4/16,Î÷ÑÅÍ¼,130,1570,629,11829 ,14418 ,6911 ,7313 ,109,1608,686,,7980 ,,7313 
